id,ltl,sentence
1501,finally(SprayPickedUp imply (InRoomA imply (SprayPlacedInSiteB imply InRoomB))),"Grab the spray and maneuver your way to room A. Following that, leave it at site B before moving on to room B."
1502,finally((SprayPickedUp and (InRoomA imply (SprayPlacedInSiteB imply InRoomB)))),"Grab the spray and maneuver your way to room A. Following that, leave it at site B before moving on to room B."
1503,finally((SprayPickedUp imply InRoomA) imply (SprayPlacedInSiteB imply InRoomB)),"Grab the spray and maneuver your way to room A. Following that, leave it at site B before moving on to room B."
1504,finally(SprayPickedUp imply ((InRoomA imply SprayPlacedInSiteB) imply InRoomB)),"Grab the spray and maneuver your way to room A. Following that, leave it at site B before moving on to room B."
1505,finally(SprayPickedUp imply (InRoomA imply SprayPlacedInSiteB) imply InRoomB),"Grab the spray and maneuver your way to room A. Following that, leave it at site B before moving on to room B."
1506,finally(SprayPickedUp and (InRoomA imply (SprayPlacedInSiteB and InRoomB))),"Grab the spray and maneuver your way to room A. Following that, leave it at site B before moving on to room B."
1507,finally(SprayPickedUp and ((InRoomA imply SprayPlacedInSiteB) imply InRoomB)),"Grab the spray and maneuver your way to room A. Following that, leave it at site B before moving on to room B."
1508,finally((SprayPickedUp and InRoomA) imply (SprayPlacedInSiteB imply InRoomB)),"Grab the spray and maneuver your way to room A. Following that, leave it at site B before moving on to room B."
1509,finally((SprayPickedUp imply InRoomA) and (SprayPlacedInSiteB imply InRoomB)),"Grab the spray and maneuver your way to room A. Following that, leave it at site B before moving on to room B."
1510,finally(SprayPickedUp imply ((InRoomA and SprayPlacedInSiteB) imply InRoomB)),"Grab the spray and maneuver your way to room A. Following that, leave it at site B before moving on to room B."
1511,finally(SprayPickedUp imply (InRoomA imply (SprayPlacedInSiteB imply InRoomB))),"Snatch the spray and move forward to room A. Then, lay it down at site B before you proceed to room B."
1512,finally((SprayPickedUp and (InRoomA imply (SprayPlacedInSiteB imply InRoomB)))),"Snatch the spray and move forward to room A. Then, lay it down at site B before you proceed to room B."
1513,finally((SprayPickedUp imply InRoomA) imply (SprayPlacedInSiteB imply InRoomB)),"Snatch the spray and move forward to room A. Then, lay it down at site B before you proceed to room B."
1514,finally(SprayPickedUp imply ((InRoomA imply SprayPlacedInSiteB) imply InRoomB)),"Snatch the spray and move forward to room A. Then, lay it down at site B before you proceed to room B."
1515,finally(SprayPickedUp imply (InRoomA imply SprayPlacedInSiteB) imply InRoomB),"Snatch the spray and move forward to room A. Then, lay it down at site B before you proceed to room B."
1516,finally(SprayPickedUp and (InRoomA imply (SprayPlacedInSiteB and InRoomB))),"Snatch the spray and move forward to room A. Then, lay it down at site B before you proceed to room B."
1517,finally(SprayPickedUp and ((InRoomA imply SprayPlacedInSiteB) imply InRoomB)),"Snatch the spray and move forward to room A. Then, lay it down at site B before you proceed to room B."
1518,finally((SprayPickedUp and InRoomA) imply (SprayPlacedInSiteB imply InRoomB)),"Snatch the spray and move forward to room A. Then, lay it down at site B before you proceed to room B."
1519,finally((SprayPickedUp imply InRoomA) and (SprayPlacedInSiteB imply InRoomB)),"Snatch the spray and move forward to room A. Then, lay it down at site B before you proceed to room B."
1520,finally(SprayPickedUp imply ((InRoomA and SprayPlacedInSiteB) imply InRoomB)),"Snatch the spray and move forward to room A. Then, lay it down at site B before you proceed to room B."
1521,finally((InRoomA imply (InRoomB imply (SprayPickedUp imply SprayPlacedInSiteB)))),"Proceed to room A, then advance to room B. Conclude by picking up the spray and positioning it at site B, then return to room B."
1522,finally(InRoomA) imply finally(InRoomB imply (SprayPickedUp imply SprayPlacedInSiteB)),"Proceed to room A, then advance to room B. Conclude by picking up the spray and positioning it at site B, then return to room B."
1523,finally((InRoomA) imply finally((InRoomB) imply (SprayPickedUp imply SprayPlacedInSiteB))),"Proceed to room A, then advance to room B. Conclude by picking up the spray and positioning it at site B, then return to room B."
1524,finally(InRoomA imply ((InRoomB) imply finally(SprayPickedUp imply SprayPlacedInSiteB))),"Proceed to room A, then advance to room B. Conclude by picking up the spray and positioning it at site B, then return to room B."
1525,finally((InRoomA imply finally(InRoomB)) imply (SprayPickedUp imply SprayPlacedInSiteB)),"Proceed to room A, then advance to room B. Conclude by picking up the spray and positioning it at site B, then return to room B."
1526,finally((InRoomA imply (InRoomB imply finally(SprayPickedUp)) imply SprayPlacedInSiteB)),"Proceed to room A, then advance to room B. Conclude by picking up the spray and positioning it at site B, then return to room B."
1527,finally((InRoomA) imply ((InRoomB imply finally(SprayPickedUp)) imply SprayPlacedInSiteB)),"Proceed to room A, then advance to room B. Conclude by picking up the spray and positioning it at site B, then return to room B."
1528,finally(InRoomA) imply ((InRoomB imply finally(SprayPickedUp) imply SprayPlacedInSiteB)),"Proceed to room A, then advance to room B. Conclude by picking up the spray and positioning it at site B, then return to room B."
1529,finally(InRoomA imply finally((InRoomB imply SprayPickedUp) imply SprayPlacedInSiteB)),"Proceed to room A, then advance to room B. Conclude by picking up the spray and positioning it at site B, then return to room B."
1530,finally(InRoomA) imply finally(InRoomB) imply finally((SprayPickedUp imply SprayPlacedInSiteB)),"Proceed to room A, then advance to room B. Conclude by picking up the spray and positioning it at site B, then return to room B."
1531,finally((InRoomA imply (InRoomB imply (SprayPickedUp imply SprayPlacedInSiteB)))),"Move to room A, progress to room B next. In the end, grab the spray and put it in site B before you return to room B."
1532,finally(InRoomA) imply finally(InRoomB imply (SprayPickedUp imply SprayPlacedInSiteB)),"Move to room A, progress to room B next. In the end, grab the spray and put it in site B before you return to room B."
1533,finally((InRoomA) imply finally((InRoomB) imply (SprayPickedUp imply SprayPlacedInSiteB))),"Move to room A, progress to room B next. In the end, grab the spray and put it in site B before you return to room B."
1534,finally(InRoomA imply ((InRoomB) imply finally(SprayPickedUp imply SprayPlacedInSiteB))),"Move to room A, progress to room B next. In the end, grab the spray and put it in site B before you return to room B."
1535,finally((InRoomA imply finally(InRoomB)) imply (SprayPickedUp imply SprayPlacedInSiteB)),"Move to room A, progress to room B next. In the end, grab the spray and put it in site B before you return to room B."
1536,finally((InRoomA imply (InRoomB imply finally(SprayPickedUp)) imply SprayPlacedInSiteB)),"Move to room A, progress to room B next. In the end, grab the spray and put it in site B before you return to room B."
1537,finally((InRoomA) imply ((InRoomB imply finally(SprayPickedUp)) imply SprayPlacedInSiteB)),"Move to room A, progress to room B next. In the end, grab the spray and put it in site B before you return to room B."
1538,finally(InRoomA) imply ((InRoomB imply finally(SprayPickedUp) imply SprayPlacedInSiteB)),"Move to room A, progress to room B next. In the end, grab the spray and put it in site B before you return to room B."
1539,finally(InRoomA imply finally((InRoomB imply SprayPickedUp) imply SprayPlacedInSiteB)),"Move to room A, progress to room B next. In the end, grab the spray and put it in site B before you return to room B."
1540,finally(InRoomA) imply finally(InRoomB) imply finally((SprayPickedUp imply SprayPlacedInSiteB)),"Move to room A, progress to room B next. In the end, grab the spray and put it in site B before you return to room B."
1541,finally((InRoomA imply (InRoomB imply (SprayPickedUp imply SprayPlacedInSiteB)))),"Navigate to room A, further travel to room B. Finally, seize the spray and deposit it at site B, afterwards head back to room B."
1542,finally(InRoomA) imply finally(InRoomB imply (SprayPickedUp imply SprayPlacedInSiteB)),"Navigate to room A, further travel to room B. Finally, seize the spray and deposit it at site B, afterwards head back to room B."
1543,finally((InRoomA) imply finally((InRoomB) imply (SprayPickedUp imply SprayPlacedInSiteB))),"Navigate to room A, further travel to room B. Finally, seize the spray and deposit it at site B, afterwards head back to room B."
1544,finally(InRoomA imply ((InRoomB) imply finally(SprayPickedUp imply SprayPlacedInSiteB))),"Navigate to room A, further travel to room B. Finally, seize the spray and deposit it at site B, afterwards head back to room B."
1545,finally((InRoomA imply finally(InRoomB)) imply (SprayPickedUp imply SprayPlacedInSiteB)),"Navigate to room A, further travel to room B. Finally, seize the spray and deposit it at site B, afterwards head back to room B."
1546,finally((InRoomA imply (InRoomB imply finally(SprayPickedUp)) imply SprayPlacedInSiteB)),"Navigate to room A, further travel to room B. Finally, seize the spray and deposit it at site B, afterwards head back to room B."
1547,finally((InRoomA) imply ((InRoomB imply finally(SprayPickedUp)) imply SprayPlacedInSiteB)),"Navigate to room A, further travel to room B. Finally, seize the spray and deposit it at site B, afterwards head back to room B."
1548,finally(InRoomA) imply ((InRoomB imply finally(SprayPickedUp) imply SprayPlacedInSiteB)),"Navigate to room A, further travel to room B. Finally, seize the spray and deposit it at site B, afterwards head back to room B."
1549,finally(InRoomA imply finally((InRoomB imply SprayPickedUp) imply SprayPlacedInSiteB)),"Navigate to room A, further travel to room B. Finally, seize the spray and deposit it at site B, afterwards head back to room B."
1550,finally(InRoomA) imply finally(InRoomB) imply finally((SprayPickedUp imply SprayPlacedInSiteB)),"Navigate to room A, further travel to room B. Finally, seize the spray and deposit it at site B, afterwards head back to room B."
1551,finally((InRoomA imply (InRoomB imply (SprayPickedUp imply SprayPlacedInSiteB)))),"Commence moving toward room A, continue on to room B. Lastly, lift the spray and set it down at site B, then journey back to room B."
1552,finally(InRoomA) imply finally(InRoomB imply (SprayPickedUp imply SprayPlacedInSiteB)),"Commence moving toward room A, continue on to room B. Lastly, lift the spray and set it down at site B, then journey back to room B."
1553,finally((InRoomA) imply finally((InRoomB) imply (SprayPickedUp imply SprayPlacedInSiteB))),"Commence moving toward room A, continue on to room B. Lastly, lift the spray and set it down at site B, then journey back to room B."
1554,finally(InRoomA imply ((InRoomB) imply finally(SprayPickedUp imply SprayPlacedInSiteB))),"Commence moving toward room A, continue on to room B. Lastly, lift the spray and set it down at site B, then journey back to room B."
1555,finally((InRoomA imply finally(InRoomB)) imply (SprayPickedUp imply SprayPlacedInSiteB)),"Commence moving toward room A, continue on to room B. Lastly, lift the spray and set it down at site B, then journey back to room B."
1556,finally((InRoomA imply (InRoomB imply finally(SprayPickedUp)) imply SprayPlacedInSiteB)),"Commence moving toward room A, continue on to room B. Lastly, lift the spray and set it down at site B, then journey back to room B."
1557,finally((InRoomA) imply ((InRoomB imply finally(SprayPickedUp)) imply SprayPlacedInSiteB)),"Commence moving toward room A, continue on to room B. Lastly, lift the spray and set it down at site B, then journey back to room B."
1558,finally(InRoomA) imply ((InRoomB imply finally(SprayPickedUp) imply SprayPlacedInSiteB)),"Commence moving toward room A, continue on to room B. Lastly, lift the spray and set it down at site B, then journey back to room B."
